ETid,Country,Date,Fine,Fine_cleaned,Controller,Quoted_Art,Type,Source,year
ETid-1382,FRANCE,2022-09-13,"250,000",250000,GIE INFOGREFFE,"Art. 5 (1) e) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link link,2022
ETid-1051,BELGIUM,2022-02-02,"250,000",250000,IAB Europe,"Art. 5 (1) a) GDPR, Art. 5 (2) GDPR, Art. 6 (1) GDPR, Art. 9 (1), (2) GDPR, Art. 12 (1) GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 24 (1) GDPR, Art. 30 GDPR, Art. 31 GDPR, Art. 32 (1), (2) GDPR, Art. 37 GDPR",Insufficient legal basis for data processing,link link,2022
ETid-362,FRANCE,2020-08-05,"250,000",250000,Spartoo,"Art. 5 (1) GDPR, Art. 13 GDPR, Art. 14 GDPR",Non-compliance with general data processing principles,link,2020
ETid-47,SPAIN,2019-06-11,"250,000",250000,Professional Football League (LaLiga),"Art. 5 (1) a) GDPR, Art. 7 (3) GDPR",Insufficient fulfilment of information obligations,link,2019
ETid-1789,SPAIN,2023-04-21,"25,000",25000,"SECURITAS DIREC ESPAÑA, S.A.",Art. 58 (2) GDPR,Insufficient cooperation with supervisory authority,link,2023
ETid-1788,AUSTRIA,2022-08-23,"25,000",25000,Operator of a public toilet,"Art. 5 (1) a), b), c) GDPR, Art. 6 (1) f) GDPR, Art. 13 GDPR",Insufficient legal basis for data processing,link,2022
ETid-1785,SPAIN,2023-04-20,"25,000",25000,"KFC RESTAURANTS SPAIN, S.L.","Art. 13 GDPR, Art. 37 GDPR",Insufficient involvement of data protection officer,link,2023
ETid-1478,SPAIN,2022-11-02,"25,000",25000,CAIXABANK S.A.,Art. 16 GDPR,Insufficient fulfilment of data subjects rights,link,2022
ETid-985,GREECE,2021-12-31,"25,000",25000,PLUS REAL ADVERTISEMENT,"Art. 13 GDPR, Art. 14 GDPR, Art. 11 Law 3471/2006",Insufficient fulfilment of information obligations,link,2021
ETid-832,CYPRUS,2021-09-06,"25,000",25000,Hellenic Technical Enterprises Ltd.,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link link,2021
ETid-786,FINLAND,2021-07-05,"25,000",25000,Higher Education Institution,"Art. 5 (1) c) GDPR, Art. 6 GDPR, § 3 Law 759/2004",Non-compliance with general data processing principles,link link,2021
ETid-716,SWEDEN,2021-06-07,"25,000",25000,Region Värmland,"Art. 5 (1) a) GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations,link,2021
ETid-715,SWEDEN,2021-06-07,"25,000",25000,Region Sörmland,"Art. 5 (1) a) GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations,link,2021
ETid-578,CYPRUS,2021-03-03,"25,000",25000,Hellenic Bank,"Art. 5 (1) e), f) GDPR, Art. 32 (1) b), c) GDPR, Art. 33 (1) GDPR",Insufficient technical and organisational measures to ensure information security,link,2021
ETid-533,BELGIUM,2021-01-22,"25,000",25000,Unknown,"Art. 5 (1) f), (2) GDPR, Art. 24 GDPR, Art. 32 GDPR, Art. 33 (1), (5) GDPR, Art. 34 (1) GDPR",Insufficient technical and organisational measures to ensure information security,link,2021
ETid-290,SPAIN,2020-06-09,"25,000",25000,Glovoapp23,Art. 37 GDPR,Insufficient involvement of data protection officer,link,2020
ETid-68,AUSTRIA,2019-08,"25,000",25000,Company in the medical sector,"Art. 13 GDPR, Art. 35 GDPR, Art. 37 GDPR",Insufficient fulfilment of information obligations,link link,2019
ETid-1841,MALTA,2020,"2,500",2500,Unknown,"Art. 5 (1) f) GDPR, Art. 32 (1) b) GDPR",Insufficient technical and organisational measures to ensure information security,link,2020
ETid-1838,MALTA,2020,"2,500",2500,Unknown,Art. 32 (1) b) GDPR,Insufficient technical and organisational measures to ensure information security,link,2020
ETid-1837,MALTA,2020,"2,500",2500,Unknown,Art. 32 (1) b) GDPR,Insufficient technical and organisational measures to ensure information security,link,2020
ETid-1834,MALTA,2022,"2,500",2500,Unknown,"Art. 24 (2) GDPR, Art. 32(1) (b) GDPR, Art. 32(4) GDPR",Insufficient technical and organisational measures to ensure information security,link,2022
ETid-1704,LUXEMBOURG,2022-12-13,"2,500",2500,Company,Art. 12 (1) GDPR,Insufficient fulfilment of information obligations,link link,2022
ETid-1655,BELGIUM,2022-08-23,"2,500",2500,Company,"Art. 5 (1) d) GDPR, Art. 5 (2) GDPR, Art. 24 (1) GDPR, Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security,link link,2022
ETid-1633,ITALY,2023-01-11,"2,500",2500,Azienda Sanitaria Locale di Brindisi,"Art. 12 (3) GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,link,2023
ETid-1314,SPAIN,2022-07-26,"2,500",2500,Homeowners Association,Art. 5 (1) f) GDPR,Non-compliance with general data processing principles,link,2022
ETid-1204,ITALY,2022-04-28,"2,500",2500,Isabella Gonzaga' high school,"Art. 5 GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 2-ter Codice della privacy, Art. 2-sexties Codice della privacy",Insufficient legal basis for data processing,link,2022
ETid-1079,SPAIN,2022-02-18,"2,500",2500,Private person,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,link,2022
ETid-206,SPAIN,2020-02-14,"2,500",2500,"Grupo Valsor Y Losan, S.L.",Art. 5 (1) f) GDPR,Insufficient technical and organisational measures to ensure information security,link,2020
ETid-127,ROMANIA,2019-11-29,"2,500",2500,Royal President S.R.L.,"Art. 15 GDPR, Art. 6 GDPR, Art. 32 GDPR",Insufficient fulfilment of data subjects rights,link,2019
ETid-66,ROMANIA,2019-10-17,"2,500",2500,UTTIS INDUSTRIES SRL,"Art. 12 GDPR, Art. 13 GDPR, Art. 5 (1) c) GDPR, Art. 6 GDPR",Insufficient fulfilment of information obligations,link,2019
ETid-28,GERMANY,2019-02-05,"2,500",2500,Private person,"Art. 6 GDPR, Art. 5 GDPR",Insufficient legal basis for data processing,link,2019
ETid-735,NORWAY,2021-06-22,"24,800",24800,Unknown,"Art. 5 GDPR, Art. 6 GDPR, Art. 13 GDPR, Art. 17 GDPR, Art. 21 GDPR",Insufficient legal basis for data processing,link,2021
ETid-681,POLAND,2021-04-22,"245,000",245000,Cyfrowy Polsat S.A.,"Art. 24 (1) GDPR, Art. 32 (1), (2) GDPR, Art. 34 (1) GDPR",Insufficient technical and organisational measures to ensure information security,link,2021
ETid-573,NORWAY,2021-03-02,"24,400",24400,Unknown,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2021
ETid-470,SWEDEN,2020-12-03,"243,800",243800,Västerbotten Region,"Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 32 (1) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security,link,2020
ETid-469,SWEDEN,2020-12-03,"243,800",243800,Östergötland Region,"Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 32 (1) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security,link,2020
ETid-1609,SPAIN,2023-01-02,"24,000",24000,"FACTOR ENERGÍA, S.A.",Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2023
ETid-1561,SPAIN,2022-12-29,"24,000",24000,"SUMINISTRADOR IBÉRICO DE ENERGÍA, S.L.",Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2022
ETid-1426,SPAIN,2022-10-09,"24,000",24000,"CAJA DE SEGUROS REUNIDOS, COMPAÑÍA DE SEGUROS Y REASEGUROS, S.A.",Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2022
ETid-945,SPAIN,2021-12-07,"24,000",24000,"NBQ Technology, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2021
ETid-549,SPAIN,2021-02-11,"24,000",24000,Vamavi Phone S.L.,"Art. 48 (1) b) LGT, Art. 21 GDPR, Art. 23 LOPDGDD, Art. 28 GDPR",Insufficient fulfilment of data subjects rights,link,2021
ETid-541,SPAIN,2021-02-01,"24,000",24000,Xfera Moviles S.A.,Art. 58 (2) GDPR,Insufficient cooperation with supervisory authority,link,2021
ETid-345,SPAIN,2020-07-20,"24,000",24000,"Banco Bilbao Vizcaya Argentaria, SA","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-326,SPAIN,2020-07-02,"24,000",24000,Iberdrola Clientes,Art. 5 GDPR,Non-compliance with general data processing principles,link,2020
ETid-223,SPAIN,2020-03-03,"24,000",24000,"Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-1004,SPAIN,2022-01-14,"2,400",2400,"PHARMA TALENTS, S.L.U.","Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2022
ETid-783,SPAIN,2021-07-27,"2,400",2400,PODEMOS PARTIDO POLÍTICO,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,link,2021
ETid-712,LUXEMBOURG,2021-05-12,"2,400",2400,Unknown,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,link,2021
ETid-624,SPAIN,2021-04-06,"2,400",2400,Promotech Digital S.L.,Art. 21 GDPR,Insufficient fulfilment of data subjects rights,link,2021
ETid-468,SPAIN,2020-12-03,"2,400",2400,"Dr Marín Cirugia Plástica, S.L.P.",Art. 13 GDPR,Insufficient fulfilment of information obligations,link,2020
ETid-1692,SPAIN,2023-03-14,240,240,Private individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,link,2023
ETid-1466,SPAIN,2022-10-24,240,240,Company,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,link,2022
ETid-1379,SPAIN,2022-09-01,240,240,MH VILASECA S.L.,Art. 13 GDPR,Insufficient fulfilment of information obligations,link,2022
ETid-509,POLAND,2020-12-17,"235,300",235300,ID Finance Poland Sp. z o.o.,"Art. 5 (1) f) GDPR, Art. 25 (1) GDPR, Art. 32 (1) b), d), (2) GDPR",Insufficient technical and organisational measures to ensure information security,link,2020
ETid-669,ICELAND,2021-04-29,"23,100",23100,InfoMentor ehf,"Art. 32 (1) b), d) GDPR",Insufficient technical and organisational measures to ensure information security,link,2021
ETid-1526,FINLAND,2022-12-09,"230,000",230000,Viking Line Oy Abp,"Art. 5 (1) a), d) GDPR, Art. 12 (3) GDPR, Art. 13 GDPR, Art. 15 (1) GDPR, Art. 25 (1) GDPR",Non-compliance with general data processing principles,link link,2022
ETid-387,POLAND,2020-08-31,"22,700",22700,Surveyor General of Poland ('GKK'),"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2020
ETid-1816,CROATIA,2023-05-04,"2,265,000",2265000,Debt collection agency,"Art. 6 (1) GDPR, Art. 13 (1) GDPR, Art. 28 (3) GDPR, Art. 32 (1) b), d) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security,link link,2023
ETid-820,IRELAND,2021-09-02,"225,000,000",225000000,WhatsApp Ireland Ltd.,"Art. 5 (1) a) GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 14 GDPR",Insufficient fulfilment of information obligations,link link,2021
ETid-457,FRANCE,2020-11-18,"2,250,000",2250000,Carrefour France,"Art. 5 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 15 GDPR, Art. 17 GDPR, Art. 21 GDPR, Art. 32 GDPR, Art. 33 GDPR",Non-compliance with general data processing principles,link,2020
ETid-1680,ROMANIA,2023-03-06,"2,250",2250,Finopro IFN SA,"Art. 32 (1) b), c) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security,link,2023
ETid-381,POLAND,2020-07-15,"22,300",22300,Office for geodesy and cartography,"Art. 31 GDPR, Art. 58 GDPR",Insufficient cooperation with supervisory authority,link,2020
ETid-569,HUNGARY,2020-12-10,"22,200",22200,Budapesti Műszaki és Gazdaságtudományi Egyetem (Budapest University of Technology and Economics),"Art. 5 (1) a), b), c) GDPR, Art. 6 (1) GDPR, Art. 9 (2) GDPR, Art. 12 GDPR, Art. 13 GDPR",Insufficient legal basis for data processing,link,2020
ETid-564,POLAND,2021-02-11,"22,200",22200,Krajowa Szkoła Sądownictwa i Prokuratury,"Art. 5 (1) f) GDPR, Art. 25 (1) GDPR, Art. 28 (3) GDPR, Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security,link,2021
ETid-58,UNITED KINGDOM,2020-10-16,"22,046,000",22046000,British Airways,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2020
ETid-1697,NORWAY,2023-03-08,"220,000",220000,Argon Medical Devices,Art. 33 (1) GDPR,Insufficient fulfilment of data breach notification obligations,link,2023
ETid-43,POLAND,2019-03-26,"220,000",220000,Private company working with data from publicly available sources,Art. 14 GDPR,Insufficient fulfilment of information obligations,link,2019
ETid-817,POLAND,2021-08-13,"2,200",2200,President of the Zgierz District Court,"Art. 5 (1) f) GDPR, Art. 25 (1) GDPR, Art. 32 (1) b), d), (2) GDPR",Insufficient technical and organisational measures to ensure information security,link,2021
ETid-4,AUSTRIA,2018-12-20,"2,200",2200,Private person,"Art. 5 (1) a) GDPR, Art. 5 (1) c) GDPR, Art. 6 (1) GDPR, Art. 13 GDPR",Insufficient legal basis for data processing,link,2018
ETid-1317,POLAND,2022-07-06,"2,120",2120,University Hospital of the Medical University of Warsaw,"Art. 33 GDPR, Art. 34 GDPR",Insufficient fulfilment of data breach notification obligations,link link,2022
ETid-130,SPAIN,2019,"21,000",21000,"Vodafone España, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing,link,2019
ETid-1705,LUXEMBOURG,2022-12-13,"2,100",2100,Company,"Art. 12 (1) GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations,link link,2022
ETid-1243,POLAND,2022-05-31,"2,100",2100,Stołeczny Ośrodek dla Osób Nietrzeźwych,"Art. 5 (1) a) GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link,2022
ETid-233,ICELAND,2020-03-10,"20,600",20600,National Center of Addiction Medicine ('SAA'),"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2020
ETid-60,UNITED KINGDOM,2020-10-30,"20,450,000",20450000,"Marriott International, Inc",Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link,2020
ETid-1352,ISLE OF MAN,2022-07-13,"202,000",202000,Manx Care Ltd,"Art. 5 (1) c), f) GDPR, Art. 5 (2) GDPR, Art. 24 GDPR, Art. 25 GDPR, Art. 32 GDPR, Art. 34 GDPR, Art. 58 GDPR",Non-compliance with general data processing principles,link link,2022
ETid-1420,DENMARK,2021-08-17,"20,100",20100,Danish Immigration Agency,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2021
ETid-363,DENMARK,2020-08-04,"20,100",20100,PrivatBo A.M.B.A.,"Art. 5 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link,2020
ETid-1448,FRANCE,2022-10-17,"20,000,000",20000000,Clearview Al Inc.,"Art. 6 GDPR, Art. 12 GDPR, Art. 15 GDPR, Art. 17 GDPR, Art. 31 GDPR",Insufficient fulfilment of data subjects rights,link link,2022
ETid-1268,GREECE,2022-07-13,"20,000,000",20000000,Clearview Al Inc.,"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 12 GDPR, Art. 14 GDPR, Art. 15 GDPR, Art. 27 GDPR",Non-compliance with general data processing principles,link,2022
ETid-1098,ITALY,2022-02-10,"20,000,000",20000000,Clearview Al Inc.,"Art. 5 (1) a), b), e) GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 15 GDPR, Art. 27 GDPR",Non-compliance with general data processing principles,link link,2022
ETid-1511,ITALY,2022-10-06,"2,000,000",2000000,Alpha Exploration,"Art. 5 (1) a), e), f) GDPR, Art. 6 GDPR, Art. 7 GDPR, Art. 12 (1) GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 27 (4) GDPR, Art. 28 GDPR, Art. 32 GDPR, Art. 35 GDPR",Non-compliance with general data processing principles,link,2022
ETid-1073,SPAIN,2022-02-11,"2,000,000",2000000,Amazon Road Transport Spain S.L.,"Art. 6 (1) GDPR, Art. 10 GDPR, Art. 10 LOPDGDD",Insufficient legal basis for data processing,link,2022
ETid-792,AUSTRIA,2021-08-02,"2,000,000",2000000,Unser Ö-Bonus Club GmbH,"Art. 6 GDPR, Art. 7 GDPR, Art. 12 GPDR",Insufficient legal basis for data processing,link link,2021
ETid-1806,SPAIN,2023-05-03,"200,000",200000,GSMA LTD.,Art. 35 GDPR,Non-compliance with general data processing principles,link,2023
ETid-1667,ITALY,2022-04-28,"200,000",200000,Amiu S.p.A.,"Art. 5 GDPR, Art. 6 GDPR, Art. 28 GDPR, Art. 37 GDPR",Insufficient legal basis for data processing,link,2022
ETid-1116,BELGIUM,2022-04-04,"200,000",200000,Brussels Airport Zaventem,"Art. 5 (1) c) GDPR, Art. 6 (1) e) GDPR, Art. 9 (2) g) GDPR, Art. 12 GDPR, Art. 13 (1) c) GDPR, Art. 13 (2) e) GDPR, Art. 35 (1), (3), (7) b) GDPR",Insufficient legal basis for data processing,link,2022
ETid-1058,SPAIN,2022-02-01,"200,000",200000,"XFERA MÓVILES, S.A.",Art. 5 (1) f) GDPR,Non-compliance with general data processing principles,link,2022
ETid-1027,ITALY,2021-11-25,"200,000",200000,Aimon Srl,"Art. 5 (1) a) GDPR, Art. 6 (1) a) GDPR, Art. 12 GDPR, Art. 21 GDPR",Insufficient legal basis for data processing,link link,2021
ETid-876,ITALY,2021-09-16,"200,000",200000,Bocconi University,"Art. 5 (1) a), c), e) GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 13 GDPR, Art. 25 GDPR, Art. 35 GDPR, Art. 44 GDPR, Art. 46 GDPR, Art. Art. 2-sexies Codice della Privacy",Non-compliance with general data processing principles,link,2021
ETid-826,ITALY,2021-07-22,"200,000",200000,Regione Lombardia,"Art. 5 (1) a), c) GDPR, Art. 6 (1) c), e) GDPR, Art. 6 (2) GDPR, Art. 6 (3) b) GDPR",Non-compliance with general data processing principles,link link,2021
ETid-577,SPAIN,2021-03-02,"200,000",200000,"I-DE Redes Eléctricas Inteligentes, S.A.U","Art. 5 (1) b), c) GDPR, Art. 6 (1) b) GDPR",Non-compliance with general data processing principles,link,2021
ETid-335,ITALY,2020-07-13,"200,000",200000,Merlini s.r.l.,"Art. 5 GDPR, Art. 6 GDPR, Art. 7 GDPR, Art. 28 GDPR, Art. 29 GDPR",Insufficient legal basis for data processing,link,2020
ETid-83,GREECE,2019-10-07,"200,000",200000,Telecommunication Service Provider,"Art. 21 (3) GDPR, Art. 25 GDPR",Non-compliance with general data processing principles,link,2019
ETid-82,GREECE,2019-10-07,"200,000",200000,Telecommunication Service Provider,"Art. 5 (1) c) GDPR, Art. 25 GDPR",Non-compliance with general data processing principles,link,2019
ETid-1842,MALTA,2020,"20,000",20000,Unknown,"Art. 13 GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,link,2020
ETid-1679,CROATIA,Unknown,"20,000",20000,Telecommunications company,"Art. 6 (1) GDPR, Art. 5 (1) d) GDPR",Insufficient legal basis for data processing,link,Unkn
ETid-1650,GERMANY,2022,"20,000",20000,Company,Unknown,Unknown,link,2022
ETid-1575,ITALY,2022-12-01,"20,000",20000,Amazon Italia Logistica s.r.l.,"Art. 12 GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,link,2022
ETid-1542,ITALY,2022-11-10,"20,000",20000,Sportitalia,"Art. 5 (1) a) GDPR, Art. 9 GDPR, Art. 13 GDPR, Art. 30 (1) c) GDPR",Non-compliance with general data processing principles,link link,2022
ETid-1500,ROMANIA,2022-11-21,"20,000",20000,ING Bank NV Amsterdam Sucursala București,"Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security,link,2022
